location,total_sqft,bed,bath,price,price_per_sqft
Konanakunte,884.0,2.0,1.0,58.0,6561.085972850678
Konanakunte,1200.0,4.0,4.0,125.0,10416.666666666666
Konanakunte,1200.0,4.0,2.0,130.0,10833.333333333334
Konanakunte,2400.0,3.0,2.0,180.0,7500.0
Konanakunte,3746.0,4.0,6.0,375.0,10010.6780565937
Konanakunte,1423.0,3.0,2.0,85.0,5973.295853829937
Koramangala,1320.0,2.0,2.0,165.0,12500.0
Koramangala,1253.0,2.0,2.0,102.0,8140.462889066241
Koramangala,1580.0,3.0,3.0,160.0,10126.582278481013
Koramangala,1750.0,3.0,3.0,130.0,7428.571428571428
Koramangala,3500.0,4.0,5.0,425.0,12142.857142857143
Koramangala,1005.0,2.0,1.0,110.0,10945.273631840795
Koramangala,2292.0,3.0,4.0,275.0,11998.25479930192
Koramangala,1835.0,3.0,2.0,155.0,8446.866485013625
Koramangala,1290.0,2.0,2.0,100.0,7751.937984496124
Koramangala,1300.0,2.0,2.0,110.0,8461.538461538461
Koramangala,2200.0,3.0,3.0,180.0,8181.818181818182
Koramangala,1325.0,2.0,2.0,119.0,8981.132075471698
Koramangala,1140.0,2.0,2.0,75.2,6596.491228070176
Koramangala,1260.0,2.0,2.0,100.0,7936.507936507936
Koramangala,1975.0,3.0,3.0,210.0,10632.911392405063
Koramangala,1900.0,2.0,2.0,200.0,10526.315789473685
Koramangala,1750.0,3.0,3.0,130.0,7428.571428571428
Koramangala,2292.0,3.0,3.0,286.0,12478.184991273996
Koramangala,2300.0,3.0,3.0,290.0,12608.695652173914
Koramangala,1594.0,3.0,3.0,125.0,7841.907151819322
Koramangala,1760.0,3.0,2.0,115.0,6534.090909090909
Koramangala,2503.0,4.0,6.0,325.0,12984.418697562924
Koramangala,1900.0,3.0,3.0,150.0,7894.736842105263
Koramangala,1320.0,2.0,2.0,150.0,11363.636363636364
Koramangala,1320.0,2.0,2.0,110.0,8333.333333333334
Koramangala,5985.0,4.0,4.0,775.0,12949.039264828738
Koramangala,2461.0,4.0,6.0,353.0,14343.762698090208
Koramangala,1615.0,3.0,3.0,115.0,7120.743034055728
Koramangala,2246.0,3.0,3.0,300.0,13357.079252003561
Koramangala,1716.0,3.0,2.0,115.0,6701.631701631702
Koramangala,1500.0,3.0,3.0,135.0,9000.0
Koramangala,1083.0,2.0,2.0,100.0,9233.610341643584
Koramangala,1744.0,3.0,3.0,200.0,11467.88990825688
Koramangala,1180.0,2.0,2.0,128.0,10847.457627118643
Koramangala,1320.0,2.0,2.0,160.0,12121.212121212122
Koramangala,1370.0,2.0,2.0,125.0,9124.087591240876
Koramangala,1100.0,2.0,2.0,85.0,7727.272727272727
Koramangala,1249.0,2.0,2.0,165.0,13210.56845476381
Koramangala,1200.0,2.0,2.0,100.0,8333.333333333334
Koramangala,1720.0,3.0,2.0,130.0,7558.139534883721
Koramangala,2223.0,3.0,3.0,300.0,13495.27665317139
Koramangala,1744.0,3.0,4.0,210.0,12041.284403669724
Koramangala,1866.0,3.0,4.0,245.0,13129.689174705252
Koramangala,1320.0,2.0,2.0,160.0,12121.212121212122
Koramangala,1350.0,2.0,2.0,103.0,7629.62962962963
Koramangala,6000.0,4.0,4.0,625.0,10416.666666666666
Koramangala,1642.0,3.0,2.0,115.0,7003.654080389769
Koramangala,1320.0,2.0,2.0,160.0,12121.212121212122
Koramangala,1710.0,3.0,3.0,210.0,12280.701754385966
Koramangala,1355.0,2.0,2.0,95.0,7011.070110701107
Koramangala,1600.0,3.0,3.0,170.0,10625.0
Koramangala,1260.0,2.0,2.0,100.0,7936.507936507936
Koramangala,1910.0,3.0,4.0,150.0,7853.4031413612565
Koramangala,1600.0,3.0,2.0,140.0,8750.0
Kothannur,1206.0,2.0,2.0,48.23,3999.1708126036483
Kothannur,1275.0,3.0,2.0,43.85,3439.2156862745096
Kothannur,1100.0,2.0,2.0,40.0,3636.3636363636365
Kothannur,1197.0,2.0,2.0,47.88,4000.0
Kothannur,1197.0,2.0,2.0,47.8,3993.316624895572
Kothannur,1070.0,2.0,2.0,42.79,3999.0654205607475
Kothannur,1270.0,3.0,3.0,45.0,3543.3070866141734
Kothannur,1275.0,3.0,3.0,44.0,3450.9803921568628
Kothannur,1070.0,2.0,2.0,38.6,3607.4766355140187
Kothannur,1485.0,3.0,2.0,59.4,4000.0
Kothannur,1215.0,3.0,2.0,48.6,4000.0
Kothannur,1404.0,3.0,2.0,56.15,3999.287749287749
Kothanur,1200.0,2.0,2.0,51.0,4250.0
Kothanur,2400.0,3.0,2.0,150.0,6250.0
Kothanur,1828.0,3.0,3.0,110.0,6017.505470459519
Kothanur,1186.0,2.0,2.0,58.0,4890.387858347386
Kothanur,1577.0,3.0,3.0,70.0,4438.807863031072
Kothanur,1847.0,3.0,3.0,105.0,5684.89442338928
Kothanur,1580.0,3.0,3.0,76.0,4810.126582278481
Kothanur,9600.0,5.0,5.0,550.0,5729.166666666667
Kothanur,1435.0,3.0,3.0,70.0,4878.048780487805
Kothanur,1187.0,2.0,2.0,58.0,4886.2679022746415
Kothanur,1847.0,3.0,3.0,110.0,5955.603681645913
Kothanur,1460.0,3.0,3.0,71.0,4863.013698630137
Kothanur,1185.0,2.0,2.0,59.0,4978.9029535864975
Kothanur,1436.0,3.0,3.0,70.0,4874.651810584958
Kothanur,1462.0,3.0,3.0,71.0,4856.361149110807
Kothanur,1790.0,3.0,3.0,105.0,5865.921787709497
Kothanur,1583.0,3.0,3.0,76.1,4807.327858496525
Kothanur,1070.0,2.0,2.0,45.5,4252.336448598131
Kothanur,1820.0,3.0,3.0,77.0,4230.7692307692305
Kothanur,1145.0,2.0,2.0,56.0,4890.829694323144
Kothanur,3401.0,4.0,5.0,230.0,6762.7168479858865
Kothanur,1455.0,2.0,2.0,69.0,4742.268041237114
Kothanur,627.0,1.0,1.0,30.0,4784.688995215311
Kothanur,1302.0,2.0,2.0,68.5,5261.136712749616
Kothanur,1760.0,3.0,3.0,111.0,6306.818181818182
Kothanur,1185.0,2.0,2.0,58.0,4894.514767932489
Kothanur,1500.0,1.0,1.0,75.0,5000.0
Kothanur,1075.0,2.0,2.0,53.0,4930.232558139535
Kothanur,1790.0,3.0,3.0,97.0,5418.994413407821
Kothanur,2700.0,4.0,4.0,175.0,6481.481481481482
Kothanur,1786.0,3.0,2.0,106.0,5935.05039193729
Kothanur,1787.0,3.0,3.0,107.0,5987.688864017907
Kothanur,1141.0,2.0,2.0,54.0,4732.690622261174
Kothanur,1760.0,3.0,3.0,110.0,6250.0
Kothanur,1365.0,3.0,3.0,66.0,4835.1648351648355
Kothanur,1160.0,2.0,2.0,57.0,4913.793103448276
Kothanur,1095.0,2.0,2.0,55.0,5022.83105022831
Kothanur,1142.0,2.0,2.0,56.0,4903.6777583187395
Kothanur,1074.0,2.0,2.0,54.0,5027.932960893855
Kothanur,1285.0,2.0,2.0,60.0,4669.260700389105
Kothanur,1075.0,2.0,2.0,53.0,4930.232558139535
Kothanur,1140.0,2.0,2.0,56.0,4912.2807017543855
Kothanur,1400.0,2.0,2.0,70.0,5000.0
Kothanur,1581.0,3.0,3.0,76.0,4807.084123972169
Kothanur,1385.0,3.0,3.0,67.0,4837.545126353791
Kothanur,1140.0,2.0,2.0,56.0,4912.2807017543855
Kothanur,1787.0,3.0,3.0,120.0,6715.165081141578
Kothanur,1185.0,2.0,2.0,59.0,4978.9029535864975
Kothanur,1581.0,3.0,3.0,76.0,4807.084123972169
Kothanur,1790.0,3.0,3.0,105.0,5865.921787709497
Kothanur,1130.0,2.0,2.0,55.0,4867.256637168141
Kothanur,1094.0,2.0,2.0,54.0,4936.014625228519
Kothanur,1170.0,3.0,3.0,80.0,6837.606837606838
Kothanur,1400.0,2.0,2.0,65.0,4642.857142857143
Kothanur,1195.0,2.0,2.0,59.0,4937.238493723849
Kothanur,1790.0,3.0,3.0,120.0,6703.91061452514
Kothanur,1454.0,3.0,3.0,71.5,4917.469050894085
Kudlu,1152.0,2.0,2.0,53.5,4644.097222222223
Kudlu,1027.0,2.0,2.0,43.0,4186.952288218111
Kudlu,1092.0,2.0,2.0,44.0,4029.3040293040294
Kudlu,1027.0,2.0,2.0,43.0,4186.952288218111
Kudlu,1092.0,2.0,2.0,44.0,4029.3040293040294
Kudlu,1143.0,2.0,2.0,55.0,4811.898512685914
Kudlu,1455.0,3.0,2.0,60.0,4123.711340206186
Kudlu,1024.0,2.0,2.0,44.0,4296.875
Kudlu,1570.0,3.0,2.0,65.94,4200.0
Kudlu,1600.0,3.0,3.0,79.0,4937.5
Kudlu,1027.0,2.0,2.0,42.0,4089.581304771178
Kudlu,1076.0,2.0,2.0,50.0,4646.840148698885
Kudlu,1027.0,2.0,2.0,44.0,4284.323271665044
Kudlu,1084.0,2.0,2.0,53.0,4889.29889298893
Kudlu,1300.0,2.0,2.0,56.0,4307.692307692308
Kudlu,1027.0,2.0,2.0,44.0,4284.323271665044
Kudlu,1245.0,3.0,2.0,60.0,4819.277108433735
Kudlu,1027.0,2.0,2.0,44.0,4284.323271665044
Kudlu,1110.0,2.0,2.0,46.0,4144.144144144144
Kudlu,2100.0,4.0,3.0,114.0,5428.571428571428
Kudlu,1027.0,2.0,2.0,44.0,4284.323271665044
Kudlu,720.0,1.0,1.0,33.0,4583.333333333333
Kudlu,1027.0,2.0,2.0,44.0,4284.323271665044
Kudlu,1162.0,2.0,2.0,52.0,4475.043029259897
Kudlu,1041.0,2.0,2.0,53.0,5091.258405379443
Kudlu Gate,1535.0,3.0,3.0,83.0,5407.166123778502
Kudlu Gate,1535.0,3.0,3.0,85.0,5537.459283387622
Kudlu Gate,1535.0,3.0,3.0,78.0,5081.4332247557
Kudlu Gate,1535.0,3.0,3.0,86.0,5602.605863192182
Kudlu Gate,1564.0,3.0,2.0,92.0,5882.35294117647
Kudlu Gate,1364.0,3.0,2.0,46.38,3400.293255131965
Kudlu Gate,1238.0,2.0,2.0,55.0,4442.64943457189
Kudlu Gate,1707.0,3.0,2.0,99.745,5843.2923257176335
Kudlu Gate,1335.0,3.0,3.0,89.0,6666.666666666667
Kudlu Gate,703.0,1.0,1.0,52.0,7396.870554765292
Kudlu Gate,1535.0,3.0,3.0,86.0,5602.605863192182
Kudlu Gate,1532.0,3.0,3.0,83.0,5417.754569190601
Kudlu Gate,1113.0,2.0,2.0,50.0,4492.36298292902
Kudlu Gate,1465.0,3.0,2.0,49.81,3400.0
Kudlu Gate,1185.0,2.0,2.0,50.0,4219.4092827004215
Kudlu Gate,1664.0,3.0,3.0,68.0,4086.5384615384614
Kudlu Gate,1656.0,3.0,3.0,80.0,4830.917874396136
Kudlu Gate,1656.0,3.0,3.0,75.0,4528.985507246377
Kudlu Gate,1215.0,2.0,2.0,45.0,3703.703703703704
Kudlu Gate,812.0,2.0,2.0,38.25,4710.591133004926
Kudlu Gate,1547.0,2.0,2.0,103.0,6658.047834518423
Kudlu Gate,1336.0,2.0,2.0,86.0,6437.125748502994
Kudlu Gate,1919.0,3.0,3.0,121.0,6305.367378843148
Kudlu Gate,1464.0,2.0,3.0,56.0,3825.136612021858
Kudlu Gate,1535.0,3.0,3.0,85.0,5537.459283387622
Kudlu Gate,1850.0,3.0,3.0,120.0,6486.486486486487
Kudlu Gate,940.0,2.0,2.0,69.57,7401.063829787233
Kudlu Gate,1215.0,2.0,2.0,44.96,3700.411522633745
Kudlu Gate,1164.0,2.0,2.0,75.0,6443.298969072165
Kudlu Gate,3850.0,4.0,6.0,205.0,5324.675324675325
Kudlu Gate,1183.0,2.0,2.0,79.54,6723.584108199494
Kudlu Gate,1850.0,3.0,3.0,110.0,5945.945945945946
Kudlu Gate,1320.0,3.0,2.0,50.0,3787.878787878788
Kudlu Gate,1183.0,2.0,2.0,79.54,6723.584108199494
Kudlu Gate,1200.0,2.0,2.0,44.4,3700.0
Kudlu Gate,1432.0,3.0,2.0,61.11,4267.458100558659
Kudlu Gate,1310.0,2.0,2.0,53.0,4045.8015267175574
Kumaraswami Layout,2000.0,4.0,4.0,139.0,6950.0
Kumaraswami Layout,1000.0,2.0,2.0,48.5,4850.0
Kumaraswami Layout,1000.0,2.0,2.0,58.0,5800.0
Kumaraswami Layout,2400.0,7.0,7.0,125.0,5208.333333333333
Kumaraswami Layout,2400.0,3.0,2.0,125.0,5208.333333333333
Kumaraswami Layout,1310.0,3.0,2.0,70.0,5343.511450381679
Kumaraswami Layout,850.0,1.0,1.0,78.0,9176.470588235294
Kumaraswami Layout,3200.0,7.0,7.0,150.0,4687.5
Kumaraswami Layout,1310.0,3.0,2.0,85.0,6488.5496183206105
Kumaraswami Layout,2450.0,4.0,3.0,110.0,4489.7959183673465
Kumaraswami Layout,3100.0,7.0,7.0,145.0,4677.419354838709
Kumaraswami Layout,1200.0,3.0,3.0,75.0,6250.0
Kumaraswami Layout,1081.0,2.0,2.0,60.0,5550.416281221092
Kundalahalli,1724.0,3.0,3.0,125.0,7250.580046403712
Kundalahalli,1030.0,2.0,2.0,49.0,4757.281553398058
Kundalahalli,735.0,2.0,2.0,57.99,7889.7959183673465
Kundalahalli,1047.0,2.0,2.0,82.0,7831.900668576886
Kundalahalli,1397.0,3.0,3.0,105.0,7516.1059413027915
Kundalahalli,1724.0,3.0,3.0,127.0,7366.589327146172
Kundalahalli,1010.0,2.0,2.0,49.27,4878.217821782178
Kundalahalli,1397.0,3.0,3.0,110.0,7874.0157480314965
Kundalahalli,1397.0,3.0,3.0,104.0,7444.523979957051
Kundalahalli,1397.0,3.0,3.0,108.0,7730.851825340014
Kundalahalli,1920.0,3.0,3.0,150.0,7812.5
Kundalahalli,1397.0,3.0,3.0,105.0,7516.1059413027915
Kundalahalli,1800.0,3.0,3.0,80.0,4444.444444444444
Kundalahalli,1724.0,3.0,3.0,124.0,7192.5754060324825
Kundalahalli,1047.0,2.0,2.0,84.0,8022.9226361031515
Kundalahalli,1047.0,2.0,2.0,83.0,7927.411652340019
Kundalahalli,7000.0,4.0,4.0,550.0,7857.142857142857
Kundalahalli,2075.0,3.0,3.0,115.0,5542.168674698795
Kundalahalli,1120.0,2.0,2.0,53.76,4800.0
Kundalahalli,1047.0,2.0,2.0,82.62,7891.117478510028
Kundalahalli,1047.0,2.0,2.0,91.0,8691.499522445081
Kundalahalli,1724.0,3.0,3.0,146.0,8468.677494199535
Kundalahalli,1600.0,3.0,3.0,170.0,10625.0
Kundalahalli,1496.0,3.0,2.0,78.0,5213.903743315508
Kundalahalli,1724.0,3.0,3.0,125.0,7250.580046403712
Kundalahalli,1010.0,2.0,2.0,48.27,4779.207920792079
Kundalahalli,1047.0,2.0,2.0,89.0,8500.477554918816
Kundalahalli,2500.0,4.0,5.0,245.0,9800.0
Kundalahalli,1397.0,3.0,3.0,105.0,7516.1059413027915
Kundalahalli,1800.0,3.0,3.0,110.0,6111.111111111111
Kundalahalli,1047.0,2.0,2.0,72.0,6876.790830945559
Kundalahalli,1260.0,2.0,2.0,58.0,4603.174603174603
Kundalahalli,3092.0,4.0,4.0,230.0,7438.551099611902
Kundalahalli,1065.0,2.0,2.0,70.0,6572.769953051643
Kundalahalli,1724.0,3.0,3.0,146.0,8468.677494199535
Kundalahalli,1047.0,2.0,2.0,91.0,8691.499522445081
Kundalahalli,1724.0,3.0,3.0,128.0,7424.593967517401
Kundalahalli,1315.0,2.0,2.0,74.0,5627.376425855513
Kundalahalli,2100.0,3.0,3.0,150.0,7142.857142857143
Kundalahalli,1724.0,3.0,3.0,125.0,7250.580046403712
Kundalahalli,1724.0,3.0,3.0,140.0,8120.649651972158
Kundalahalli,1175.0,2.0,2.0,65.0,5531.914893617021
LB Shastri Nagar,1600.0,3.0,3.0,65.0,4062.5
LB Shastri Nagar,1043.0,2.0,2.0,55.0,5273.250239693192
LB Shastri Nagar,1184.0,2.0,2.0,69.0,5827.7027027027025
LB Shastri Nagar,665.0,1.0,1.0,32.0,4812.0300751879695
LB Shastri Nagar,1250.0,2.0,2.0,48.5,3880.0
LB Shastri Nagar,1400.0,3.0,2.0,80.0,5714.285714285715
LB Shastri Nagar,1184.0,2.0,2.0,62.0,5236.486486486487
LB Shastri Nagar,1200.0,2.0,2.0,47.0,3916.6666666666665
LB Shastri Nagar,1200.0,2.0,2.0,75.0,6250.0
LB Shastri Nagar,1000.0,2.0,2.0,49.5,4950.0
Laggere,2800.0,5.0,5.0,125.0,4464.285714285715
Laggere,1200.0,3.0,3.0,130.0,10833.333333333334
Laggere,1200.0,1.0,1.0,125.0,10416.666666666666
Laggere,1200.0,2.0,2.0,75.0,6250.0
Laggere,620.0,1.0,2.0,48.0,7741.935483870968
Lakshminarayana Pura,1185.0,2.0,2.0,75.0,6329.113924050633
Lakshminarayana Pura,1600.0,3.0,2.0,108.0,6750.0
Lakshminarayana Pura,1180.0,2.0,2.0,75.0,6355.932203389831
Lakshminarayana Pura,1172.0,2.0,2.0,82.0,6996.587030716723
Lakshminarayana Pura,1179.0,2.0,2.0,75.0,6361.323155216285
Lakshminarayana Pura,1149.0,2.0,2.0,75.0,6527.415143603133
Lakshminarayana Pura,1336.0,2.0,2.0,100.0,7485.029940119761
Lakshminarayana Pura,1175.0,2.0,2.0,75.0,6382.978723404255
Lakshminarayana Pura,1190.0,2.0,2.0,75.0,6302.5210084033615
Lakshminarayana Pura,1200.0,2.0,2.0,75.0,6250.0
Lakshminarayana Pura,1200.0,2.0,2.0,75.0,6250.0
Lakshminarayana Pura,1165.0,2.0,2.0,75.0,6437.768240343347
Lakshminarayana Pura,1145.0,2.0,2.0,75.0,6550.218340611354
Lakshminarayana Pura,1500.0,3.0,3.0,104.0,6933.333333333333
Lakshminarayana Pura,1210.0,2.0,2.0,75.0,6198.347107438017
Lakshminarayana Pura,1169.0,2.0,2.0,75.0,6415.739948674081
Lakshminarayana Pura,1200.0,2.0,2.0,75.0,6250.0
Lakshminarayana Pura,1172.0,2.0,2.0,75.0,6399.317406143345
Lakshminarayana Pura,1172.0,2.0,2.0,75.0,6399.317406143345
Lakshminarayana Pura,1180.0,2.0,2.0,75.0,6355.932203389831
Lakshminarayana Pura,1200.0,2.0,2.0,83.0,6916.666666666667
Lakshminarayana Pura,1200.0,2.0,2.0,80.0,6666.666666666667
Lakshminarayana Pura,1195.0,2.0,2.0,75.0,6276.150627615063
Lakshminarayana Pura,1200.0,2.0,2.0,80.0,6666.666666666667
Lingadheeranahalli,1521.0,3.0,3.0,95.0,6245.890861275477
Lingadheeranahalli,1511.0,3.0,3.0,95.0,6287.22700198544
Lingadheeranahalli,1683.0,3.0,3.0,109.0,6476.5300059417705
Lingadheeranahalli,1519.0,3.0,3.0,93.0,6122.448979591837
Lingadheeranahalli,1521.0,3.0,3.0,94.99,6245.233399079553
Lingadheeranahalli,1682.0,3.0,3.0,120.0,7134.36385255648
Lingadheeranahalli,1521.0,3.0,3.0,94.71,6226.824457593689
Lingadheeranahalli,1893.0,3.0,3.0,130.0,6867.406233491812
Lingadheeranahalli,1705.0,3.0,3.0,110.0,6451.612903225807
Lingadheeranahalli,2245.0,4.0,4.0,154.0,6859.688195991092
Lingadheeranahalli,1682.0,3.0,3.0,113.0,6718.192627824019
Lingadheeranahalli,1682.0,3.0,3.0,114.0,6777.645659928657
Lingadheeranahalli,1506.0,3.0,3.0,95.0,6308.100929614874
Lingadheeranahalli,1683.0,3.0,3.0,110.0,6535.9477124183
Lingadheeranahalli,1684.0,3.0,3.0,120.0,7125.890736342043
Lingadheeranahalli,2236.0,4.0,4.0,153.0,6842.57602862254
Lingadheeranahalli,1894.0,3.0,4.0,114.0,6019.007391763464
Lingadheeranahalli,2240.0,4.0,4.0,160.0,7142.857142857143
Magadi Road,3600.0,6.0,6.0,141.0,3916.6666666666665
Magadi Road,1116.0,2.0,2.0,50.0,4480.286738351255
Magadi Road,1282.0,3.0,2.0,49.0,3822.1528861154447
Magadi Road,884.0,2.0,2.0,41.1,4649.321266968326
Magadi Road,1005.0,2.0,2.0,55.78,5550.248756218905
Magadi Road,1000.0,2.0,2.0,46.5,4650.0
Magadi Road,1500.0,4.0,2.0,93.0,6200.0
Magadi Road,1322.0,3.0,2.0,58.82,4449.3192133131615
Magadi Road,1345.0,2.0,2.0,55.0,4089.2193308550186
Magadi Road,1191.0,3.0,2.0,55.38,4649.8740554156175
Magadi Road,5000.0,5.0,6.0,360.0,7200.0
Magadi Road,1116.0,2.0,2.0,51.89,4649.641577060932
Magadi Road,1052.0,3.0,2.0,60.0,5703.42205323194
Magadi Road,940.0,2.0,2.0,50.0,5319.148936170212
Magadi Road,1318.0,3.0,2.0,68.0,5159.332321699545
Magadi Road,1187.0,3.0,2.0,55.195,4649.957877000842
Magadi Road,884.0,2.0,2.0,48.0,5429.864253393665
Mahadevpura,1720.0,3.0,3.0,78.0,4534.883720930233
Mahadevpura,1150.0,2.0,2.0,52.0,4521.739130434783
Mahadevpura,1250.0,2.0,2.0,52.0,4160.0
Mahadevpura,1260.0,2.0,2.0,57.6,4571.428571428572
Mahadevpura,730.0,1.0,1.0,35.0,4794.520547945205
Mahadevpura,1434.0,3.0,2.0,67.39,4699.442119944212
Mahadevpura,1146.0,2.0,2.0,53.8,4694.5898778359515
Mahadevpura,1532.0,2.0,2.0,62.0,4046.9973890339425
Mahadevpura,1620.0,3.0,2.0,76.0,4691.358024691358
Mahadevpura,1136.0,2.0,2.0,64.5,5677.816901408451
Mahadevpura,1400.0,3.0,2.0,65.8,4700.0
Mahadevpura,1137.0,2.0,2.0,53.4,4696.5699208443275
Mahadevpura,1601.0,3.0,3.0,95.0,5933.791380387258
Mahadevpura,1450.0,3.0,3.0,75.0,5172.413793103448
Mahadevpura,1152.0,2.0,2.0,54.0,4687.5
Mahadevpura,1212.0,2.0,2.0,56.9,4694.7194719471945
Mahadevpura,1505.0,3.0,3.0,64.0,4252.491694352159
Mahadevpura,1505.0,3.0,3.0,78.0,5182.724252491695
Mahadevpura,1500.0,3.0,2.0,70.0,4666.666666666667
Mahadevpura,1236.0,2.0,2.0,58.0,4692.556634304207
Mahadevpura,1236.0,2.0,2.0,58.0,4692.556634304207
Mahadevpura,1120.0,2.0,2.0,53.0,4732.142857142857
Mahalakshmi Layout,1575.0,4.0,5.0,158.0,10031.746031746032
Mahalakshmi Layout,1105.0,2.0,2.0,80.0,7239.819004524887
Mahalakshmi Layout,1200.0,4.0,3.0,160.0,13333.333333333334
Mahalakshmi Layout,1200.0,3.0,2.0,110.0,9166.666666666666
Mahalakshmi Layout,1876.0,3.0,3.0,150.0,7995.735607675906
Mallasandra,1665.0,3.0,3.0,95.0,5705.705705705705
Mallasandra,1665.0,3.0,3.0,86.58,5200.0
Mallasandra,1340.0,2.0,2.0,61.0,4552.238805970149
Mallasandra,1325.0,2.0,2.0,70.0,5283.018867924528
Mallasandra,1665.0,3.0,3.0,86.91,5219.81981981982
Mallasandra,1325.0,2.0,2.0,70.0,5283.018867924528
Mallasandra,905.0,2.0,2.0,40.0,4419.889502762431
Mallasandra,1325.0,2.0,2.0,65.0,4905.66037735849
Mallasandra,1325.0,2.0,2.0,73.0,5509.433962264151
Mallasandra,1565.0,2.0,2.0,69.0,4408.945686900958
Mallasandra,905.0,2.0,2.0,35.0,3867.403314917127
Mallasandra,1524.0,3.0,2.0,72.0,4724.4094488188975
Mallasandra,1100.0,3.0,2.0,76.3,6936.363636363636
Malleshpalya,1140.0,2.0,2.0,46.5,4078.9473684210525
Malleshpalya,1225.0,2.0,2.0,46.86,3825.3061224489797
Malleshpalya,1785.0,3.0,3.0,75.0,4201.680672268908
Malleshpalya,1052.0,2.0,2.0,50.0,4752.851711026616
Malleshpalya,1405.0,3.0,2.0,77.0,5480.427046263345
Malleshpalya,1065.0,2.0,2.0,50.0,4694.835680751174
Malleshpalya,1210.0,2.0,2.0,55.0,4545.454545454545
Malleshpalya,1900.0,3.0,3.0,60.0,3157.8947368421054
Malleshpalya,1060.0,2.0,2.0,40.0,3773.5849056603774
Malleshpalya,1430.0,3.0,2.0,69.5,4860.1398601398605
Malleshpalya,1421.0,2.0,2.0,90.0,6333.56790992259
Malleshpalya,1245.0,2.0,2.0,55.0,4417.6706827309235
Malleshpalya,1200.0,2.0,2.0,46.0,3833.3333333333335
Malleshpalya,1225.0,2.0,2.0,52.0,4244.897959183673
Malleshwaram,705.0,1.0,1.0,67.0,9503.54609929078
Malleshwaram,12000.0,7.0,7.0,2200.0,18333.333333333332
Malleshwaram,2500.0,4.0,5.0,325.0,13000.0
Malleshwaram,2006.0,3.0,3.0,297.0,14805.583250249252
Malleshwaram,686.0,1.0,1.0,62.5,9110.787172011662
Malleshwaram,2475.0,3.0,4.0,332.0,13414.141414141413
Malleshwaram,2610.0,3.0,3.0,399.0,15287.356321839081
Malleshwaram,2475.0,3.0,4.0,320.0,12929.29292929293
Malleshwaram,900.0,2.0,2.0,95.0,10555.555555555555
Malleshwaram,1420.0,2.0,2.0,158.0,11126.760563380281
Malleshwaram,2000.0,3.0,3.0,250.0,12500.0
Malleshwaram,2215.0,3.0,3.0,275.0,12415.349887133183
Malleshwaram,1600.0,3.0,3.0,160.0,10000.0
Malleshwaram,2475.0,3.0,4.0,300.0,12121.212121212122
Malleshwaram,2345.0,3.0,2.0,293.0,12494.669509594883
Malleshwaram,2600.0,3.0,3.0,237.0,9115.384615384615
Malleshwaram,2215.0,3.0,4.0,310.0,13995.48532731377
Malleshwaram,480.0,1.0,1.0,60.0,12500.0
Malleshwaram,1290.0,2.0,2.0,120.0,9302.32558139535
Malleshwaram,2475.0,3.0,4.0,326.0,13171.717171717171
Malleshwaram,2476.0,3.0,3.0,337.0,13610.662358642972
Malleshwaram,900.0,2.0,2.0,90.0,10000.0
Malleshwaram,2250.0,3.0,3.0,200.0,8888.888888888889
Malleshwaram,2050.0,3.0,4.0,270.0,13170.731707317073
Malleshwaram,900.0,2.0,2.0,72.0,8000.0
Malleshwaram,620.0,1.0,1.0,86.8,14000.0
Malleshwaram,600.0,2.0,1.0,68.0,11333.333333333334
Malleshwaram,2475.0,3.0,4.0,337.0,13616.161616161617
Malleshwaram,2215.0,3.0,3.0,275.0,12415.349887133183
Malleshwaram,2215.0,3.0,3.0,330.0,14898.419864559819
Malleshwaram,2800.0,4.0,4.0,252.0,9000.0
Malleshwaram,1020.0,2.0,2.0,80.0,7843.137254901961
Malleshwaram,600.0,2.0,1.0,90.0,15000.0
Malleshwaram,2200.0,3.0,3.0,275.0,12500.0
Malleshwaram,2475.0,3.0,4.0,326.0,13171.717171717171
Malleshwaram,1500.0,2.0,2.0,140.0,9333.333333333334
Malleshwaram,2475.0,3.0,4.0,340.0,13737.373737373737
Malleshwaram,1400.0,2.0,2.0,190.0,13571.42857142857
Malleshwaram,2475.0,3.0,4.0,300.0,12121.212121212122
Malleshwaram,2400.0,3.0,3.0,380.0,15833.333333333334
Malleshwaram,580.0,1.0,1.0,45.0,7758.620689655172
Malleshwaram,1410.0,2.0,2.0,125.0,8865.248226950354
Malleshwaram,2610.0,4.0,4.0,306.0,11724.137931034482
Marathahalli,1310.0,3.0,3.0,63.25,4828.244274809161
Marathahalli,1220.0,2.0,2.0,57.0,4672.131147540984
Marathahalli,1200.0,2.0,2.0,52.0,4333.333333333333
Marathahalli,1200.0,2.0,2.0,60.0,5000.0
Marathahalli,1933.0,3.0,3.0,140.0,7242.628039317124
Marathahalli,950.0,2.0,2.0,46.96,4943.1578947368425
Marathahalli,1230.0,2.0,2.0,80.0,6504.065040650406
Marathahalli,3800.0,4.0,4.0,250.0,6578.9473684210525
Marathahalli,1019.0,2.0,2.0,49.85,4892.051030421982
Marathahalli,1215.0,2.0,2.0,67.0,5514.40329218107
Marathahalli,2181.0,4.0,3.0,152.0,6969.280146721688
Marathahalli,1170.0,2.0,2.0,53.0,4529.91452991453
Marathahalli,1019.0,2.0,2.0,49.86,4893.032384690873
