,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE
4415,KK Nagar,2019.0,3.0,2.0,114.69
4416,Karapakkam,1488.0,2.0,2.0,82.3
4417,Ann Nagar,1704.0,1.0,1.0,113.74
4418,Karapakkam,1139.0,1.0,1.0,60.57
4419,Adyar,1138.0,1.0,1.0,133.85
4420,Chrompet,970.0,1.0,1.0,113.51
4421,Anna Nagar,1781.0,1.0,1.0,139.49
4422,Karapakkam,573.0,1.0,1.0,58.15
4423,Velachery,1583.0,2.0,1.0,97.59
4424,Chrompet,1261.0,2.0,1.0,104.38
4425,Chrompet,1138.0,1.0,1.0,104.48
4426,T Nagar,1704.0,1.0,1.0,201.53
4427,Adyar,830.0,1.0,1.0,69.74
4428,T Nagar,1913.0,2.0,1.0,207.03
4429,Karapakkam,1671.0,2.0,2.0,63.9
4430,KK Nagar,1586.0,2.0,1.0,103.74
4431,Chrompet,1149.0,1.0,1.0,120.27
4432,Adyar,988.0,1.0,1.0,68.82
4433,Karapakkam,1142.0,1.0,1.0,77.94
4434,Chrompet,1014.0,1.0,1.0,114.83
4435,Velachery,1770.0,2.0,1.0,113.41
4436,Karapakkam,643.0,1.0,1.0,54.78
4437,Karapakkam,1527.0,2.0,2.0,74.68
4438,T Nagar,1597.0,1.0,1.0,126.54
4439,Chrompet,894.0,1.0,1.0,85.81
4440,Chrompet,929.0,1.0,1.0,70.89
4441,Chrompet,1210.0,2.0,1.0,112.55
4442,Adyar,907.0,1.0,1.0,71.5
4443,Karapakkam,1370.0,2.0,2.0,111.76
4444,Chrompet,1229.0,2.0,1.0,94.16
4445,KK Nagar,2471.0,4.0,2.0,122.66
4446,Chrompet,1231.0,2.0,1.0,89.02
4447,Adyar,998.0,1.0,1.0,65.87
4448,Chrompet,833.0,1.0,1.0,87.63
4449,Chrompet,1141.0,1.0,1.0,115.83
4450,Chrompet,1089.0,1.0,1.0,130.4
4451,Anna Nagar,1989.0,2.0,1.0,136.8
4452,T Nagar,1618.0,1.0,1.0,119.19
4453,T Nagar,1571.0,1.0,1.0,100.92
4454,Karapakkam,1181.0,1.0,1.0,101.78
4455,Karapakkam,1495.0,2.0,2.0,74.84
4456,Karapakkam,1451.0,2.0,2.0,138.51
4457,Karapakkam,1273.0,1.0,1.0,65.9
4458,Karapakkam,1435.0,2.0,2.0,113.95
4459,Anna Nagar,1707.0,1.0,1.0,110.5
4460,Karapakkam,1080.0,1.0,1.0,107.0
4461,KK Nagar,1634.0,2.0,1.0,137.13
4462,T Nagar,1995.0,2.0,1.0,127.56
4463,T Nagar,1584.0,1.0,1.0,115.74
4464,Karapakkam,1112.0,1.0,1.0,50.94
4465,Chrompet,1232.0,2.0,1.0,88.37
4466,Velachery,1857.0,3.0,2.0,113.46
4467,KK Nagar,2428.0,4.0,2.0,124.28
4468,Chrompet,837.0,1.0,1.0,98.53
4469,Chrompet,1155.0,1.0,1.0,95.46
4470,Adyar,836.0,1.0,1.0,74.29
4471,Anna Nagar,1836.0,2.0,1.0,133.78
4472,KK Nagar,2074.0,3.0,2.0,155.47
4473,KK Nagar,2260.0,4.0,2.0,122.24
4474,Karapakkam,970.0,1.0,1.0,57.45
4475,Karapakkam,1367.0,2.0,2.0,69.7
4476,Chrompet,996.0,1.0,1.0,89.34
4477,Karapakkam,1686.0,2.0,2.0,66.58
4478,Karapakkam,1140.0,1.0,1.0,51.01
4479,KK Nagar,1538.0,2.0,1.0,143.94
4480,Karapakkam,1570.0,2.0,2.0,80.22
4481,Karapakkam,614.0,1.0,1.0,69.24
4482,Chrompet,1151.0,1.0,1.0,77.2
4483,KK Nagar,1317.0,1.0,1.0,76.4
4484,Velachery,1904.0,3.0,2.0,147.91
4485,Chrompet,947.0,1.0,1.0,140.96
4486,Adyar,997.0,1.0,1.0,94.29
4487,T Nagar,1669.0,1.0,1.0,135.11
4488,KK Nagar,1820.0,3.0,2.0,111.32
4489,Velachery,1834.0,3.0,2.0,95.09
4490,Karapakkam,922.0,1.0,1.0,38.64
4491,KK Nagar,2289.0,4.0,2.0,129.43
4492,KK Nagar,2041.0,3.0,2.0,172.24
4493,Anna Nagar,1628.0,1.0,1.0,106.89
4494,Karapakkam,805.0,1.0,1.0,73.98
4495,Adyar,1130.0,1.0,1.0,88.52
4496,KK Nagar,1622.0,2.0,1.0,97.72
4497,KK Nagar,1873.0,3.0,2.0,92.71
4498,T Nagar,1759.0,1.0,1.0,121.29
4499,Karapakkam,1662.0,2.0,2.0,75.38
4500,Adyar,1230.0,2.0,2.0,106.7
4501,Adyar,1087.0,1.0,1.0,69.06
4502,Chrompet,1265.0,2.0,1.0,97.5
4503,Chrompet,740.0,1.0,1.0,90.58
4504,Anna Nagar,1963.0,2.0,1.0,130.03
4505,Chrompet,908.0,1.0,1.0,71.96
4506,Karapakkam,1076.0,1.0,1.0,61.67
4507,KK Nagar,1869.0,3.0,2.0,129.59
4508,Adyar,1228.0,2.0,2.0,130.28
4509,Anna Nagar,1670.0,1.0,1.0,133.61
4510,Chrompet,1245.0,2.0,1.0,125.38
4511,Chrompet,731.0,1.0,1.0,87.13
4512,Velachery,1634.0,2.0,1.0,149.01
4513,T Nagar,1597.0,1.0,1.0,115.74
4514,Anna Nagar,1650.0,1.0,1.0,150.32
4515,T Nagar,1849.0,2.0,1.0,162.95
4516,Karapakkam,879.0,1.0,1.0,60.4
4517,KK Nagar,2459.0,4.0,2.0,125.43
4518,KK Nagar,1940.0,3.0,2.0,124.29
4519,Karapakkam,547.0,1.0,1.0,50.16
4520,Chrompet,928.0,1.0,1.0,98.99
4521,Karapakkam,505.0,1.0,1.0,57.71
4522,Velachery,1574.0,2.0,1.0,120.53
4523,Chrompet,1037.0,1.0,1.0,77.06
4524,Adyar,764.0,1.0,1.0,64.72
4525,Chrompt,1180.0,1.0,1.0,118.3
4526,Chrompet,1110.0,1.0,1.0,120.78
4527,Anna Nagar,1898.0,2.0,1.0,130.81
4528,Karapakkam,1484.0,2.0,2.0,90.6
4529,Chrompet,888.0,1.0,1.0,128.27
4530,Adyar,1232.0,2.0,2.0,141.05
4531,Anna Nagar,1977.0,2.0,1.0,220.78
4532,Anna Nagar,1929.0,2.0,1.0,221.05
4533,Adyar,1251.0,2.0,2.0,159.65
4534,Adyar,694.0,1.0,1.0,67.33
4535,Karapakkam,889.0,1.0,1.0,55.54
4536,Chrompet,1156.0,1.0,1.0,87.16
4537,Velachery,1607.0,2.0,1.0,153.44
4538,Anna Nagar,1986.0,2.0,1.0,210.09
4539,KK Nagar,2340.0,4.0,2.0,123.86
4540,Karapakkam,756.0,1.0,1.0,68.1
4541,Adyar,1253.0,2.0,2.0,140.86
4542,Velachery,1954.0,3.0,2.0,176.95
4543,Karapakkam,602.0,1.0,1.0,35.25
4544,Velachery,1719.0,2.0,1.0,95.4
4545,T Nagar,1503.0,1.0,1.0,123.9
4546,Chrompet,825.0,1.0,1.0,77.42
4547,Ana Nagar,1914.0,2.0,1.0,213.31
4548,Chrompet,998.0,1.0,1.0,89.68
4549,Chrompet,790.0,1.0,1.0,79.79
4550,Adyar,1166.0,1.0,1.0,111.3
4551,T Nagar,1794.0,1.0,1.0,210.68
4552,Anna Nagar,1606.0,1.0,1.0,124.03
4553,Anna Nagar,1813.0,2.0,1.0,140.01
4554,Adyar,878.0,1.0,1.0,111.6
4555,Anna Nagar,1573.0,1.0,1.0,181.43
4556,KK Nagar,1819.0,3.0,2.0,100.34
4557,Karapakkam,537.0,1.0,1.0,61.76
4558,Anna Nagar,1538.0,1.0,1.0,125.05
4559,KK Nagar,1985.0,3.0,2.0,98.01
4560,Velachery,1794.0,2.0,1.0,71.67
4561,Chrompet,1263.0,2.0,1.0,83.42
4562,Karapakkam,818.0,1.0,1.0,71.98
4563,Velachery,1833.0,3.0,2.0,101.33
4564,Karapakkam,737.0,1.0,1.0,59.8
4565,KK Nagar,1820.0,3.0,2.0,145.3
4566,Adyar,836.0,1.0,1.0,72.65
4567,Chrompet,1073.0,1.0,1.0,134.5
4568,Adyar,1203.0,2.0,2.0,154.43
4569,Chrompet,1300.0,2.0,1.0,116.14
4570,Anna Nagar,1514.0,1.0,1.0,108.96
4571,KK Nagar,2252.0,4.0,2.0,136.73
4572,Chrompet,1214.0,2.0,1.0,96.84
4573,T Nagar,1554.0,1.0,1.0,125.45
4574,Velachery,1764.0,2.0,1.0,79.39
4575,T Nagar,1675.0,1.0,1.0,128.37
4576,Chrompet,912.0,1.0,1.0,121.25
4577,Chrompet,822.0,1.0,1.0,95.82
4578,Anna Nagar,1917.0,2.0,1.0,142.46
4579,T Nagar,1850.0,2.0,1.0,217.36
4580,Anna Nagar,1723.0,1.0,1.0,123.05
4581,Karapakkam,679.0,1.0,1.0,39.15
4582,Chrompet,1064.0,1.0,1.0,142.86
4583,Velachery,1907.0,3.0,2.0,139.39
4584,KK Nagar,1898.0,3.0,2.0,106.87
4585,Karapakkam,1669.0,2.0,2.0,124.32
4586,Velachery,1593.0,2.0,1.0,145.47
4587,Anna Nagar,1744.0,1.0,1.0,141.56
4588,KK Nagar,1759.0,2.0,1.0,125.35
4589,Karapakkam,671.0,1.0,1.0,93.0
4590,Chrompet,723.0,1.0,1.0,107.26
4591,KK Nagar,1445.0,2.0,1.0,107.88
4592,Karapakkam,671.0,1.0,1.0,51.71
4593,Anna Nagar,1839.0,2.0,1.0,211.22
4594,Anna Nagar,1589.0,1.0,1.0,127.35
4595,Velachery,1832.0,3.0,2.0,78.52
4596,Chrompet,1000.0,1.0,1.0,122.08
4597,Anna Nagar,1822.0,2.0,1.0,215.63
4598,Adyar,1135.0,1.0,1.0,86.78
4599,Adyar,772.0,1.0,1.0,64.94
4600,Chrompet,1160.0,1.0,1.0,75.33
4601,Chrompet,1163.0,1.0,1.0,102.38
4602,Chrompet,1057.0,1.0,1.0,93.64
4603,Karapakkam,948.0,1.0,1.0,49.26
4604,Adyar,1163.0,1.0,1.0,77.02
4605,Anna Nagar,1643.0,1.0,1.0,120.79
4606,T Nagar,1946.0,2.0,1.0,213.3
4607,Karapakkam,1268.0,1.0,1.0,74.76
4608,KK Nagar,2242.0,4.0,2.0,128.16
4609,Karapakkam,1085.0,1.0,1.0,45.47
4610,Anna Nagar,1984.0,2.0,1.0,139.25
4611,Karapakkam,787.0,1.0,1.0,72.42
4612,Adyar,654.0,1.0,1.0,84.16
4613,Velachery,1685.0,2.0,1.0,98.52
4614,KK Nagar,1963.0,3.0,2.0,171.32
4615,KK Nagar,2326.0,4.0,2.0,120.69
4616,Karapakkam,576.0,1.0,1.0,49.44
4617,Chrompet,1256.0,2.0,1.0,104.41
4618,Karapakkam,958.0,1.0,1.0,62.64
4619,Velachery,1823.0,3.0,2.0,100.58
4620,KK Nagar,2284.0,4.0,2.0,175.93
4621,KK Nagar,1705.0,2.0,1.0,139.76
4622,Karapakkam,716.0,1.0,1.0,39.47
4623,Chrompet,917.0,1.0,1.0,116.96
4624,Velachery,1991.0,3.0,2.0,105.15
4625,Karapakkam,1676.0,2.0,2.0,102.96
4626,T Nagar,1860.0,2.0,1.0,139.79
4627,KK Nagar,1591.0,2.0,1.0,94.04
4628,Karapakkam,1154.0,1.0,1.0,44.26
4629,KK Nagar,2015.0,3.0,2.0,156.67
4630,Chrompet,963.0,1.0,1.0,100.94
4631,T Nagar,1565.0,1.0,1.0,113.58
4632,Velachery,1699.0,2.0,1.0,97.07
4633,Chrompet,1142.0,1.0,1.0,84.2
4634,Chrompet,1268.0,2.0,1.0,131.71
4635,Anna Nagar,1731.0,1.0,1.0,198.31
4636,KK Nagar,1898.0,3.0,2.0,94.1
4637,Adyar,845.0,1.0,1.0,83.97
4638,Chrompet,857.0,1.0,1.0,102.41
4639,Velachery,1540.0,2.0,1.0,142.56
4640,Chrompet,1226.0,2.0,1.0,95.54
4641,Adyar,619.0,1.0,1.0,75.59
4642,Anna Nagar,1657.0,1.0,1.0,123.68
4643,KK Nagar,1503.0,2.0,1.0,83.23
4644,KK Nagar,2478.0,4.0,2.0,126.95
4645,Velachery,1572.0,2.0,1.0,108.63
4646,KK Nagar,2456.0,4.0,2.0,129.73
4647,T Nagar,1819.0,2.0,1.0,142.18
4648,Chrompet,842.0,1.0,1.0,91.03
4649,Chrompet,1156.0,1.0,1.0,145.79
4650,T Nagar,1564.0,1.0,1.0,125.04
4651,Chrompet,874.0,1.0,1.0,94.6
4652,KK Nagar,2163.0,3.0,2.0,187.7
4653,Chrompet,977.0,1.0,1.0,134.85
4654,Anna Nagar,1880.0,2.0,1.0,136.99
4655,Karapakkam,1667.0,2.0,2.0,107.68
4656,T Nagar,1784.0,1.0,1.0,121.99
4657,Karapakkam,1252.0,1.0,1.0,101.9
4658,Anna Nagar,1833.0,2.0,1.0,206.28
4659,Anna Nagar,1599.0,1.0,1.0,129.12
4660,Velachery,1863.0,3.0,2.0,74.78
4661,KK Nagar,1779.0,3.0,2.0,173.39
4662,T Nagar,1923.0,2.0,1.0,218.58
4663,Chrompet,1280.0,2.0,1.0,115.15
4664,KK Nagar,1333.0,2.0,1.0,97.09
4665,Karapakkam,1128.0,1.0,1.0,46.06
4666,T Nagar,1829.0,2.0,1.0,148.33
4667,KK Nagar,1344.0,2.0,1.0,89.9
4668,Karapakkam,1538.0,2.0,2.0,125.14
4669,Velachery,1545.0,2.0,1.0,115.31
4670,Chrompet,1279.0,2.0,1.0,160.27
4671,Karapakkam,1116.0,1.0,1.0,97.41
4672,Adyar,620.0,1.0,1.0,76.29
4673,Chrompet,857.0,1.0,1.0,106.78
4674,Chrompet,1101.0,1.0,1.0,101.79
4675,Chrompet,1087.0,1.0,1.0,133.4
4676,T Nagar,1993.0,2.0,1.0,128.64
4677,Velachery,1770.0,2.0,1.0,144.82
4678,KK Nagar,1927.0,3.0,2.0,134.84
4679,Anna Nagar,1740.0,1.0,1.0,122.1
4680,Velachery,1878.0,3.0,2.0,126.7
4681,Anna Nagar,1777.0,1.0,1.0,200.37
4682,Anna Nagar,1794.0,1.0,1.0,120.81
4683,Velachery,1863.0,3.0,2.0,78.11
4684,Karapakkam,1582.0,2.0,2.0,90.3
4685,Adyar,1256.0,2.0,2.0,151.11
4686,Velachery,1715.0,2.0,1.0,93.17
4687,Velachery,1952.0,3.0,2.0,70.66
4688,Karapakkam,1238.0,1.0,1.0,59.76
4689,Chrompet,1128.0,1.0,1.0,97.85
4690,Karapakkam,545.0,1.0,1.0,41.9
4691,T Nagar,1939.0,2.0,1.0,211.41
4692,Chrompet,990.0,1.0,1.0,135.24
4693,Chrompet,1031.0,1.0,1.0,88.16
4694,Velachery,1724.0,2.0,1.0,155.25
4695,Adyar,1143.0,1.0,1.0,141.63
4696,Chrompet,988.0,1.0,1.0,81.09
4697,KK Nagar,2019.0,3.0,2.0,106.67
4698,Karapakkam,1384.0,2.0,2.0,110.86
4699,KK Nagar,2174.0,3.0,2.0,171.45
4700,Karapakkam,1000.0,1.0,1.0,62.01
4701,Karapakkam,954.0,1.0,1.0,72.14
4702,T Nagar,1844.0,2.0,1.0,129.01
4703,Chrompet,902.0,1.0,1.0,77.46
4704,Chrompet,1212.0,2.0,1.0,97.99
4705,Adyar,930.0,1.0,1.0,82.97
4706,Karapakkam,746.0,1.0,1.0,70.4
4707,Velachery,1635.0,2.0,1.0,122.85
4708,Chrompet,754.0,1.0,1.0,104.44
4709,Adyar,1229.0,2.0,2.0,113.26
4710,Chrompet,1083.0,1.0,1.0,96.64
4711,Karapakkam,1431.0,2.0,2.0,81.59
4712,Karapakkam,1670.0,2.0,2.0,118.26
4713,T Nagar,1667.0,1.0,1.0,114.02
4714,Velachery,1861.0,3.0,2.0,93.18
4715,Anna Nagar,2000.0,2.0,1.0,168.59
4716,Anna Nagar,1997.0,2.0,1.0,140.73
4717,Velachery,1949.0,3.0,2.0,95.09
4718,Velachery,1713.0,2.0,1.0,150.31
4719,Chrompet,727.0,1.0,1.0,71.36
4720,Adyar,1276.0,2.0,2.0,93.15
4721,Anna Nagar,1702.0,1.0,1.0,135.35
4722,Anna Nagar,1785.0,1.0,1.0,124.85
4723,Anna Nagar,1632.0,1.0,1.0,190.22
4724,Adyar,1243.0,2.0,2.0,97.32
4725,KK Nagar,2191.0,3.0,2.0,110.72
4726,KK Nagar,2153.0,3.0,2.0,111.27
4727,Karapakkam,720.0,1.0,1.0,39.9
4728,Adyar,905.0,1.0,1.0,103.13
4729,Karapakkam,1107.0,1.0,1.0,73.5
4730,Chrompet,772.0,1.0,1.0,83.36
4731,Velachery,1806.0,3.0,2.0,140.25
4732,Chrompet,1162.0,1.0,1.0,138.6
4733,Velachery,1558.0,2.0,1.0,78.25
4734,Chrompet,1269.0,2.0,1.0,84.47
4735,Karapakkam,838.0,1.0,1.0,74.41
4736,Chrompet,1281.0,2.0,1.0,103.2
4737,Anna Nagar,1517.0,1.0,1.0,196.33
4738,Karapakkam,1344.0,2.0,2.0,104.78
4739,Velachery,1705.0,2.0,1.0,84.4
4740,Chrompet,995.0,1.0,1.0,129.47
4741,Chrompet,818.0,1.0,1.0,97.01
4742,Anna Nagar,1705.0,1.0,1.0,108.29
4743,Velachery,1604.0,2.0,1.0,126.98
4744,Chrompet,1238.0,2.0,1.0,131.39
4745,Karapakkam,694.0,1.0,1.0,65.27
4746,T Nagar,1908.0,2.0,1.0,152.77
4747,Adyar,667.0,1.0,1.0,73.94
4748,KK Nagar,2242.0,4.0,2.0,138.93
4749,Chrompet,773.0,1.0,1.0,90.78
4750,Velachery,1524.0,2.0,1.0,86.87
4751,Chrompet,791.0,1.0,1.0,105.63
4752,Karapakkam,1403.0,2.0,2.0,96.57
4753,Adyar,1211.0,2.0,2.0,108.27
4754,Chrompet,730.0,1.0,1.0,105.03
4755,Chrompet,1016.0,1.0,1.0,134.03
4756,Velachery,1574.0,2.0,1.0,72.31
4757,Adyar,1185.0,1.0,1.0,69.22
4758,KK Nagar,1437.0,2.0,1.0,90.6
4759,Anna Nagar,1995.0,2.0,1.0,145.39
4760,Chrompet,1195.0,1.0,1.0,145.55
4761,Chrompet,1055.0,1.0,1.0,87.34
4762,Velachery,1951.0,3.0,2.0,109.84
4763,Adyar,983.0,1.0,1.0,70.58
4764,Anna Nagar,1956.0,2.0,1.0,144.66
4765,Anna Nagar,1558.0,1.0,1.0,122.56
4766,Chrompet,947.0,1.0,1.0,95.57
4767,Karapakkam,740.0,1.0,1.0,59.56
4768,Adyar,1001.0,1.0,1.0,70.79
4769,KK Nagar,2127.0,3.0,2.0,112.0
4770,Karapakkam,1421.0,2.0,2.0,121.44
4771,T Nagar,1947.0,2.0,1.0,138.71
4772,Chrompet,788.0,1.0,1.0,80.05
4773,Anna Nagar,1721.0,1.0,1.0,130.35
4774,KK Nagar,1858.0,3.0,2.0,161.75
4775,Chrompet,806.0,1.0,1.0,123.1
4776,Chrompet,850.0,1.0,1.0,88.75
4777,Chrompet,713.0,1.0,1.0,80.71
4778,KK Nagar,2166.0,3.0,2.0,125.93
4779,T Nagar,1921.0,2.0,1.0,232.48
4780,Adyar,888.0,1.0,1.0,92.55
4781,KK Nagar,1831.0,3.0,2.0,110.35
4782,T Nagar,1613.0,1.0,1.0,126.77
4783,Adyar,695.0,1.0,1.0,73.65
4784,T Nagar,1984.0,2.0,1.0,154.92
4785,Chrompet,787.0,1.0,1.0,79.16
4786,KK Nagar,2208.0,3.0,2.0,115.74
4787,Karapakkam,1334.0,2.0,2.0,57.82
4788,Chrompet,1267.0,2.0,1.0,157.7
4789,Anna Nagar,1530.0,1.0,1.0,132.08
4790,Karapakkam,1458.0,2.0,2.0,85.64
4791,KK Nagar,2372.0,4.0,2.0,142.72
4792,Karapakkam,1521.0,2.0,2.0,96.89
4793,Chrompet,1005.0,1.0,1.0,121.78
4794,Chrompet,945.0,1.0,1.0,112.85
4795,Karapakkam,542.0,1.0,1.0,70.52
4796,Adyar,1204.0,2.0,2.0,78.7
4797,Adyar,1072.0,1.0,1.0,117.19
4798,KK Nagar,2496.0,4.0,2.0,130.55
4799,Chrompet,1082.0,1.0,1.0,104.22
4800,Velachery,1518.0,2.0,1.0,88.09
4801,Chrompet,1180.0,1.0,1.0,70.62
4802,Velachery,1525.0,2.0,1.0,134.31
4803,Velachery,1732.0,2.0,1.0,151.64
4804,Anna Nagar,1841.0,2.0,1.0,189.77
4805,Velachery,1745.0,2.0,1.0,95.25
4806,Chrompet,974.0,1.0,1.0,104.15
4807,T Nagar,1797.0,1.0,1.0,113.5
4808,Velachery,1698.0,2.0,1.0,96.42
4809,Karapakkam,937.0,1.0,1.0,90.38
4810,Chrompet,1152.0,1.0,1.0,101.23
4811,Anna Nagar,1588.0,1.0,1.0,175.42
4812,Adyar,987.0,1.0,1.0,59.5
4813,Anna Nagar,1616.0,1.0,1.0,142.01
4814,Anna Nagar,1536.0,1.0,1.0,123.16
4815,Adyar,825.0,1.0,1.0,107.14
4816,Velachery,1722.0,2.0,1.0,134.59
4817,KK Nagar,1651.0,2.0,1.0,144.05
4818,Velachery,1983.0,3.0,2.0,91.72
4819,T Nagar,1519.0,1.0,1.0,175.46
4820,Chrompet,848.0,1.0,1.0,81.58
4821,KK Nagar,1865.0,3.0,2.0,164.4
4822,Adyar,845.0,1.0,1.0,72.88
4823,Karapakkam,778.0,1.0,1.0,52.07
4824,T Nagar,1735.0,1.0,1.0,205.6
4825,Velachery,1900.0,3.0,2.0,99.46
4826,KK Nagar,2062.0,3.0,2.0,169.48
4827,KK Nagar,1810.0,3.0,2.0,109.41
4828,Karapakkam,830.0,1.0,1.0,70.84
4829,T Nagar,1775.0,1.0,1.0,131.58
4830,KK Nagar,1365.0,2.0,1.0,98.93
4831,KK Nagar,1489.0,2.0,1.0,87.29
4832,Anna Nagar,1576.0,1.0,1.0,204.03
4833,Karapakkam,660.0,1.0,1.0,45.17
4834,Velachery,1733.0,2.0,1.0,79.17
4835,Karapakkam,1346.0,2.0,2.0,97.86
4836,Velachery,1662.0,2.0,1.0,131.6
4837,Chrompet,1075.0,1.0,1.0,139.79
4838,Adyar,974.0,1.0,1.0,96.73
4839,Chrompet,1051.0,1.0,1.0,98.25
4840,Anna Nagar,1821.0,2.0,1.0,143.59
4841,Chrompet,1037.0,1.0,1.0,84.08
4842,Velachery,1505.0,2.0,1.0,65.91
4843,Chrompet,1195.0,1.0,1.0,137.3
4844,Chrompet,1236.0,2.0,1.0,96.88
4845,KK Nagar,1376.0,2.0,1.0,99.04
4846,T Nagar,1920.0,2.0,1.0,218.44
4847,Adyar,1214.0,2.0,2.0,94.46
4848,Karapakkam,602.0,1.0,1.0,77.69
4849,Chrompet,1122.0,1.0,1.0,100.12
4850,Anna Nagar,1532.0,1.0,1.0,117.79
4851,KK Nagar,1337.0,2.0,1.0,97.86
4852,Anna Nagar,1703.0,1.0,1.0,119.31
4853,KK Nagar,1310.0,1.0,1.0,91.85
4854,Karapakkam,1533.0,2.0,2.0,87.56
4855,Karapakkam,1013.0,1.0,1.0,78.27
4856,Velachery,1942.0,3.0,2.0,114.88
4857,Karapakkam,976.0,1.0,1.0,80.72
4858,Chrompet,1097.0,1.0,1.0,89.29
4859,Karapakkam,1363.0,2.0,2.0,59.94
4860,Adyar,1153.0,1.0,1.0,89.29
4861,Velachery,1904.0,3.0,2.0,157.78
4862,Karapakkam,860.0,1.0,1.0,34.53
4863,Adyar,836.0,1.0,1.0,101.71
4864,Anna Nagar,1969.0,2.0,1.0,143.0
4865,Velachery,1898.0,3.0,2.0,101.22
4866,Karapakkam,1026.0,1.0,1.0,66.14
4867,Anna Nagar,1919.0,2.0,1.0,116.21
4868,KK Nagar,1408.0,2.0,1.0,85.52
4869,KK Nagar,2113.0,3.0,2.0,113.66
4870,Karapakkam,1547.0,2.0,2.0,68.49
4871,Chrompet,735.0,1.0,1.0,100.07
4872,Karapakkam,1267.0,1.0,1.0,78.39
4873,Adyar,793.0,1.0,1.0,114.01
4874,Velachery,1608.0,2.0,1.0,73.08
4875,Adyar,1236.0,2.0,2.0,118.59
4876,Chrompet,1209.0,2.0,1.0,125.01
4877,Anna Nagar,1703.0,1.0,1.0,114.78
4878,Chrompet,1149.0,1.0,1.0,123.17
4879,Karapakkam,1402.0,2.0,2.0,76.77
4880,Anna Nagar,1531.0,1.0,1.0,182.34
4881,Velachery,1959.0,3.0,2.0,162.44
4882,Adyar,1082.0,1.0,1.0,108.41
4883,Anna Nagar,1555.0,1.0,1.0,183.1
4884,KK Nagar,2120.0,3.0,2.0,121.77
4885,Anna Nagar,1735.0,1.0,1.0,111.47
4886,Chrompet,1067.0,1.0,1.0,89.26
4887,KK Nagar,2356.0,4.0,2.0,134.38
4888,Chrompet,833.0,1.0,1.0,83.27
4889,Anna Nagar,1785.0,1.0,1.0,116.84
4890,Chrompet,786.0,1.0,1.0,82.27
4891,Velachery,1702.0,2.0,1.0,82.7
4892,Chrompet,1032.0,1.0,1.0,91.09
4893,Velachery,1685.0,2.0,1.0,138.59
4894,Chrompet,768.0,1.0,1.0,106.38
4895,Chrompet,778.0,1.0,1.0,80.82
4896,KK Nagar,2183.0,3.0,2.0,121.07
4897,KK Nagar,2472.0,4.0,2.0,124.15
4898,Anna Nagar,1797.0,1.0,1.0,205.09
4899,Chrompet,1129.0,1.0,1.0,128.1
4900,Anna Nagar,1809.0,2.0,1.0,125.75
4901,Adyar,1299.0,2.0,2.0,114.09
4902,Chrompet,1211.0,2.0,1.0,81.78
4903,Velachery,1690.0,2.0,1.0,140.83
4904,KK Nagar,2496.0,4.0,2.0,114.11
4905,Chrompet,876.0,1.0,1.0,94.63
4906,KK Nagar,2199.0,3.0,2.0,172.54
4907,Chrompet,1027.0,1.0,1.0,78.64
4908,KK Nagar,1905.0,3.0,2.0,123.71
4909,Anna Nagar,1704.0,1.0,1.0,139.89
4910,Chrompet,780.0,1.0,1.0,65.44
4911,Velachery,1756.0,2.0,1.0,148.32
4912,Chrompet,958.0,1.0,1.0,105.43
4913,Chrompet,736.0,1.0,1.0,84.26
4914,Velachery,1501.0,2.0,1.0,86.61
4915,Chrompet,700.0,1.0,1.0,79.24
4916,Anna Nagar,1716.0,1.0,1.0,187.88
4917,Chrompet,825.0,1.0,1.0,89.88
4918,Chrompet,1195.0,1.0,1.0,130.53
4919,Velachery,1651.0,2.0,1.0,138.68
4920,Adyar,706.0,1.0,1.0,88.54
4921,Anna Nagar,1566.0,1.0,1.0,125.71
4922,KK Nagar,1356.0,2.0,1.0,87.02
4923,Velachery,1621.0,2.0,1.0,89.11
4924,KK Nagar,2271.0,4.0,2.0,108.46
4925,Chrompet,1055.0,1.0,1.0,95.51
4926,Anna Nagar,1896.0,2.0,1.0,224.31
4927,Karapakkam,1354.0,2.0,2.0,47.04
4928,Karapakkam,1337.0,2.0,2.0,103.86
4929,Karapakkam,818.0,1.0,1.0,30.3
4930,Velachery,1871.0,3.0,2.0,148.52
4931,Anna Nagar,1532.0,1.0,1.0,128.37
4932,KK Nagar,1507.0,2.0,1.0,96.22
4933,Karapakkam,695.0,1.0,1.0,43.43
4934,Karapakkam,1264.0,1.0,1.0,67.74
4935,Adyar,658.0,1.0,1.0,63.97
4936,Chrompet,1085.0,1.0,1.0,138.71
4937,Velachery,1632.0,2.0,1.0,99.63
4938,KK Nagar,1995.0,3.0,2.0,120.64
4939,Chrompet,1244.0,2.0,1.0,109.74
4940,Anna Nagar,1695.0,1.0,1.0,125.7
4941,Velachery,1814.0,3.0,2.0,97.99
4942,Chrompet,1131.0,1.0,1.0,86.03
4943,Velachery,1699.0,2.0,1.0,73.14
4944,Karapakkam,919.0,1.0,1.0,54.5
4945,T Nagar,1674.0,1.0,1.0,133.97
4946,Karapakkam,733.0,1.0,1.0,46.68
4947,Adyar,990.0,1.0,1.0,88.86
4948,Karapakkam,1003.0,1.0,1.0,76.81
